NAMES,Code_prelevement,taxon,nom_vernaculaire,family,genus,species,habitat,feeding_mode,trait_tl,body_shape,fin_shape,AR,offspring_size,age_maturity,level_age_maturity,fecundity,length_infinity,growth_coefficient,length_max,age_max,dist_Lm1_Lm2_(L_en_mm),dist_Lm3_Lm4_(l_en_mm),dist_Lm5_Lm6_(h_en_mm),Area_mm2,Vol_mm3,otolith_side,fish_tl_cm,fish_W_g,Sexe,Maturity,Date,Zone,Campagne/ Lieu,resolution_µm,tension_KeV,courant_µA,exposition_ms,filter_alu,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103
22MELAEEG004-0112,22MELAAEG004-0112,Melanogrammus aeglefinus,Eglefin,Gadidae,Melanogrammus,aeglefinus,demersal,benthivorous,4.03,fusiform,truncate,1.430231094,1.38,2.619999886,spe-LME,875571,62.03571401,0.229938845,75.5,20,23.69627025,8.239852124,2.756367732,368.866338,263.5674915,gauche,73.2,3940,F,NA,44887,7J,EVHOE22,10,58,70,80,"alu 0,5",-0.031412915,0.014637983,-0.012277659,-0.002290083,-0.003449465,0.007711152,0.001286204,-0.004907658,0.00778136,0.005243143,-0.002116707,0.001388699,-0.001127091,-0.002045463,-0.001782371,0.000186036,-0.001860687,-0.003287222,-0.001730599,0.005159409,-0.000776622,-0.001572997,0.001477433,0.001484219,-0.000905107,0.000204072,-0.001341435,0.001057412,0.002233669,-0.001824342,-0.001866756,0.001298486,0.000983917,-0.003065991,0.000585352,-0.00141635,-0.000630679,0.002169934,1.60E-05,-0.002723362,-0.000955867,0.000418454,-0.000820536,-0.001061463,-0.001030246,-0.001313653,0.00017347,-0.00050601,0.000877895,-0.002131323,0.000122221,-0.000906322,-0.001497424,-0.001131541,-9.99E-05,0.000582757,-0.000659598,0.000145724,-0.000664852,0.001996227,-0.000235529,-3.51E-05,-0.000914943,9.43E-05,-0.000398768,0.000549554,-0.000723466,0.000725766,0.000540363,-0.000942705,0.000342792,-8.69E-06,-0.00140472,0.001063034,0.000760867,0.000823835,-0.000103364,-0.000610738,-3.03E-05,0.000189609,0.00085038,-0.000753278,0.001030254,-0.000413338,0.000485356,-0.000951273,-2.56E-05,-0.000708198,-0.000751342,-0.000521732,0.000184636,-0.000690663,-0.000194909,0.000652694,0.000824747,-0.001145157,0.000939638,-0.000487415,-9.92E-05,-0.000338427,-0.000563309,-3.38E-05,0.000232781
22MELAEEG004-0140,22MELAAEG004-0140,Melanogrammus aeglefinus,Eglefin,Gadidae,Melanogrammus,aeglefinus,demersal,benthivorous,4.03,fusiform,truncate,1.430231094,1.38,2.619999886,spe-LME,875571,62.03571401,0.229938845,75.5,20,18.43921432,6.009157267,2.723451718,210.6629134,132.6458581,gauche,44.9,851,F,NA,44891,7J,EVHOE22,10,55,70,88,"alu 0,5",-0.032729091,0.001712778,-7.54E-05,0.015401381,0.004287882,-0.001563632,0.000383025,0.002049049,0.005246914,0.002453463,-0.002257477,0.005210764,-0.003690836,-0.003003438,-0.002187766,0.000419458,0.005407068,0.004969559,0.000775857,0.002903427,0.000282615,0.000643095,0.002973348,0.003768906,0.001325816,-0.000487683,0.000167342,-0.001262712,-0.003199459,-6.39E-05,-0.000763324,0.001426008,0.000309926,-0.001367655,-0.000873428,-0.000655311,0.001136781,1.22E-05,0.001405567,0.000155335,0.000230657,0.002240641,-4.26E-06,0.000902281,0.000180951,0.000401416,0.000484818,0.000316679,0.00021396,0.000268065,-0.001015159,0.000478682,-0.000510072,0.000861664,-0.000196914,-0.000128406,-0.000159745,2.78E-05,0.0005484,0.000677583,-0.000624912,0.001181621,0.000379305,3.04E-05,0.000477969,0.000803495,0.000217144,-0.00067961,0.00085229,0.000124787,0.001106827,-0.001028484,-0.000174002,-0.000999914,0.000673951,0.000591744,0.000743011,-0.000368816,6.78E-05,0.001655023,-0.000737107,-7.27E-05,0.000562888,0.000530806,3.88E-05,-0.000642483,0.000321769,0.000649069,-0.000570633,0.00048341,0.000117972,1.88E-06,-0.000554991,-0.000420471,0.000505563,0.001432772,-5.49E-05,-0.000517129,-0.0001743,0.001941989,-8.96E-06,0.000447491,-0.00064668
22MELAEEG004-0236,22MELAAEG004-0236,Melanogrammus aeglefinus,Eglefin,Gadidae,Melanogrammus,aeglefinus,demersal,benthivorous,4.03,fusiform,truncate,1.430231094,1.38,2.619999886,spe-LME,875571,62.03571401,0.229938845,75.5,20,13.27051412,4.691513506,1.954244883,125.2993654,62.96947808,gauche,28.7,234,M,NA,44892,7J,EVHOE22,10,58,70,80,"alu 0,5",-0.028864783,0.010626076,-0.002832098,0.006392056,-0.001436656,0.001421688,-0.003450866,-0.000122581,0.001703904,0.000300788,0.000482408,0.005657273,0.00199985,0.000594951,0.000392954,0.002482615,-0.003798656,-0.003871698,0.001150741,0.001778356,-0.002338324,-0.000569271,-0.000363869,-0.00032948,-0.000363555,0.000726977,-0.00050978,0.001858873,-0.001219085,-0.003282789,-0.000371164,0.000712535,-0.001901334,-6.72E-05,-0.000318092,0.0001315,-0.001403169,0.000770818,0.00190733,1.26E-06,-6.37E-06,0.001569542,0.0004812,0.000779071,0.000219165,-0.000280782,2.38E-05,-0.000443981,0.000694646,-0.000396201,0.00035084,-0.001944103,-0.000111226,-2.01E-05,0.000549552,-0.000151276,0.000205701,-0.000262932,-0.000555434,0.000569007,0.000367238,0.000693189,0.000775406,-0.000274379,0.000300834,0.001142151,0.000180753,-0.0011175,0.000321741,0.000835057,9.92E-05,0.000677445,-0.00134099,0.000526739,0.001099781,-0.001124627,0.00060756,0.000256954,-0.000743372,0.000751542,-0.000661001,0.000824877,4.44E-05,-4.92E-05,-0.002232625,0.000202558,-0.000921779,0.001564272,0.00049348,0.000335493,-0.000933297,0.000952695,0.000731106,0.000356298,-0.00049751,0.000245859,-0.001037126,-0.000499379,0.001106798,-0.000971808,0.00017992,-0.000266371,0.000423851
22MELAEEG004-0294,22MELAAEG004-0294,Melanogrammus aeglefinus,Eglefin,Gadidae,Melanogrammus,aeglefinus,demersal,benthivorous,4.03,fusiform,truncate,1.430231094,1.38,2.619999886,spe-LME,875571,62.03571401,0.229938845,75.5,20,17.89176006,6.714348475,2.830469691,237.0344391,152.2477892,gauche,56.7,1970,F,NA,44896,7H,EVHOE22,10,58,70,80,"alu 0,5",-0.022469,0.009904302,-0.009174605,0.001031295,0.000491131,-0.001221899,0.000309108,0.002106001,0.006035864,0.001085489,0.001171404,0.002858208,-0.00307833,0.004829046,-0.0001208,0.005093841,0.000594115,0.001542805,0.000146829,0.002819476,0.003883023,-0.000896594,-0.001644518,-0.000467624,0.00041932,-0.000460322,-0.000589437,-0.001055724,-0.001405202,1.67E-05,-9.60E-05,0.002041822,0.001599171,-0.001233863,-0.001783994,-0.001205199,0.000801509,-0.000741672,1.09E-05,0.000443162,-0.000765412,-0.00124626,0.001849743,-0.000556522,0.000124257,-0.000714131,0.000284074,0.001219096,0.00108136,-0.000329656,0.000567479,0.001035518,-0.00014693,-0.001436276,0.001734084,0.001967076,0.000688365,-0.00237932,0.000180914,-0.00024518,-0.000523824,0.001351464,0.000407995,-0.000218764,-0.000786535,0.000542982,0.000550025,-5.08E-05,-0.000164392,0.000808288,0.000810008,3.42E-05,0.000683069,0.000189857,-0.000498991,-0.00041703,-0.000571606,-0.000192686,7.01E-05,-0.00194856,-0.000158467,-0.001009904,0.000743442,0.000645536,-0.000153529,0.001139526,-0.000537525,-0.000309739,-0.000197894,0.001807041,-0.000777805,0.000612676,3.98E-05,-0.00118655,0.000297433,-0.001071858,-0.00011294,0.000953794,-0.000292785,-1.00E-05,0.000502406,0.000354375,-1.77E-05
22MERLMNG004-0230,22MERLMNG004-0230,Merlangius merlangus,Merlan,Gadidae,Merlangius,merlangus,demersal,generalist,4.36,fusiform,truncate,0.972207338,1.14,2,spe-FAO,381095,45.56162816,0.295267494,45.9,20,6.035345629,2.004509805,0.795243743,21.77232973,4.575556,droit,10,7,UNK,NA,44584,37F4,IBTS22,10,60,70,80,"alu 0,5",-0.029347504,0.003841558,-0.004986055,-0.002832342,0.003300221,-0.000728433,0.001207845,-0.000582687,-0.001743804,0.001938285,-0.000232232,-0.001834086,0.004673894,-0.00551346,-0.000968763,-0.003481034,-0.002222586,0.000512656,0.003365681,-0.000903726,0.001189602,0.000697544,0.000162974,-5.36E-05,0.001648143,0.000319491,0.001580786,0.000510081,-0.000464661,0.002025888,0.000462735,0.000567709,0.001708607,-0.00100953,-0.000670548,0.000235849,0.000894311,-4.05E-05,-0.000824509,5.70E-05,0.000277691,0.000467348,0.001631396,-3.70E-06,0.000281724,0.001435144,0.000334628,0.000395151,0.000225646,0.000543352,-2.07E-05,-0.000668866,-0.000269797,0.000355197,-0.000419432,0.00054827,-0.000563825,-2.75E-05,0.000354757,-0.000905884,0.000303094,8.95E-05,-0.000375051,0.00016836,0.000290883,-0.001081174,0.000745933,-0.000345807,-0.001160855,0.000808764,0.001444609,0.000406288,-0.000245698,0.000862364,1.97E-05,-0.001002559,0.000463496,0.000282028,0.000158916,0.000976574,-0.000315195,-0.00096049,-0.000117978,0.000350139,-0.000769809,0.000406711,0.000314505,-0.000579028,-0.000206727,-0.00070282,-0.000113591,0.000176367,-0.001465031,-0.000287833,-0.000511446,-0.000721747,0.000170974,0.000203179,0.000474878,-0.000862471,-0.000987776,-0.000725965,-0.002143477
22MERLMNG004-0586,22MERLMNG004-0586,Merlangius merlangus,Merlan,Gadidae,Merlangius,merlangus,demersal,generalist,4.36,fusiform,truncate,0.972207338,1.14,2,spe-FAO,381095,45.56162816,0.295267494,45.9,20,11.75603866,3.433015354,1.258677238,67.59893287,20.6597831,gauche,20.1,62,M,NA,02/02/20222,35F1,IBTS22,10,50,89,80,"alu 0,5",-0.033280807,-0.003321685,-0.008683878,-0.008740723,0.003603959,0.003221377,0.005322306,0.001292251,0.000895165,0.005923302,-0.000461518,-0.000847433,0.006639539,-0.004540837,-0.004713569,-0.003502556,0.000382419,-0.002114888,0.003198781,0.000652704,0.002032765,0.000418913,-0.001530633,0.000986397,0.000530329,-0.001384782,-0.000465266,0.000983484,-0.001275446,0.002063067,-0.001270159,-0.000734505,0.000579748,-0.001096908,0.000919925,-0.000995654,-0.001109511,-0.000441302,-0.000531798,3.68E-05,-0.001023477,-0.00041326,0.000976807,0.00067334,0.000434999,0.000835717,-0.001308281,-0.001284343,-0.000176883,0.001664559,0.000382115,-0.000147987,0.000331827,0.000709705,0.000766168,4.14E-05,-0.000788037,0.001013049,0.00122947,-0.00061767,0.000525732,-0.000417027,-0.000798209,0.000961129,-0.00072226,-0.000814359,-0.000466558,0.001064296,-0.001078319,-0.000557386,-0.000152001,0.000775465,-0.000290896,0.000326321,-0.000651312,-0.000606409,0.001053247,-0.000110631,0.000117459,-0.000481137,0.000438195,-0.001460744,9.96E-05,0.000195323,0.000406089,0.00016954,0.000142347,-0.000725782,0.000521176,0.000636252,-0.000375365,0.001173684,-0.000925715,-0.000587751,4.19E-05,0.00110827,-0.000283222,-0.001158807,0.000527029,0.000360402,0.000124333,-3.43E-05,0.001665725
22MERLMNG004-0678,22MERLMNG004-0678,Merlangius merlangus,Merlan,Gadidae,Merlangius,merlangus,demersal,generalist,4.36,fusiform,truncate,0.972207338,1.14,2,spe-FAO,381095,45.56162816,0.295267494,45.9,20,18.34485336,5.370474938,1.769601028,166.4431141,76.72996771,gauche,32.7,287,F,NA,44596,37F1,IBTS22,10,50,80,85,"alu 0,5",-0.032728791,-0.008834644,-0.007706471,-0.005325117,0.002960467,-0.00123687,0.008485664,0.008008556,-0.003530086,0.005904009,0.000541717,0.003471119,0.000980114,-0.00085685,0.000403986,0.001260484,-0.000582566,-0.000415605,0.002887758,-8.72E-05,0.001681446,0.001839637,-0.007111146,-0.001710116,-0.000127269,-0.003410123,0.001692056,0.001626341,-0.002996038,0.001042441,0.000614001,-0.000237772,0.001510468,-0.000357496,-6.66E-05,-0.001441491,-0.001184713,-0.001143404,-0.001128473,0.000178002,-0.001185871,0.000901439,-0.000355935,-0.000305444,-0.000658419,0.000122534,-0.000649807,-0.001281339,0.001676272,0.000465643,-2.47E-05,-0.000925287,0.000366694,0.000845844,-0.000663574,0.001392842,-0.00016768,-0.000281554,-7.11E-05,0.000305062,0.000121518,0.000201645,0.000804643,0.000629498,0.000180958,-0.001555847,0.000616286,0.000300994,0.000479406,-0.001197117,-0.000304271,8.61E-05,-0.000488366,-0.000316799,0.000509294,0.000791306,-0.000397271,0.00078381,-6.39E-05,0.002134966,-0.000682432,6.56E-05,-0.001039278,-0.000582721,0.00081333,6.25E-05,-0.001015661,1.69E-05,-0.000279673,-0.000599663,0.000666596,-0.000192993,0.001585343,-0.000285203,-0.000168879,-0.000840899,0.000382092,0.00075494,0.000177358,0.000142256,0.000959221,0.00057683,-6.89E-05
22MULLSUR006-0001_r,22MULLSUR006-0001,Mullus surmuletus,Rouget barbet de roche,Mullidae,Mullus,surmuletus,demersal,benthivorous,3.45,fusiform,forked,1.376352668,0.87,1.484285712,spe-ocean,20362,53.29999924,0.182999998,40,11,4.354654792,3.038212768,0.546649203,25.36507775,3.8442515,droit,33.3,499,F,NA,44858,8A,EVHOE22,10,50,89,80,"alu 0,5",0.007484612,-0.007735231,0.014154296,0.013237335,-0.011262973,-0.002984045,0.001064468,-0.0071173,-0.001093949,-0.005027412,-0.001589289,-0.002288315,-0.003949565,0.003409933,-0.002130581,0.003145487,0.001160898,0.001985297,0.000958342,0.002221568,-0.00451438,-0.002244678,-0.003987538,0.002528359,-0.000801202,-0.001359232,-0.001161973,0.004942349,0.001023467,0.00192981,-0.001420127,0.001218198,-0.006662963,-0.002856188,0.000364212,-0.000916084,0.001389354,-0.000424508,-0.00156553,-0.000213402,-0.000363108,0.002425757,0.002130901,-0.00161336,-0.000381063,0.000693307,-0.00186742,-9.30E-05,0.000158793,-0.000317752,-0.001898024,0.001724816,-0.000912625,-0.000737075,-0.001488933,0.00091493,-0.000623369,0.000442594,0.00068928,-0.00014807,0.001046517,-0.000890939,-0.000781065,-2.53E-05,-0.000316329,-0.000629228,0.000632899,-0.000339279,0.000184162,0.000600544,0.000144959,0.000910126,0.000398982,-0.000388488,0.000233238,-9.92E-05,0.00050667,0.001033268,0.000599542,1.03E-05,0.000594883,0.000812319,-0.00025539,-0.000123404,-0.00016655,0.000502199,-0.000782121,-0.000897369,0.000182843,9.02E-05,-5.67E-05,-0.000185246,-0.000693768,-0.000130971,0.000364428,-0.000146951,1.39E-05,-0.000427376,-2.29E-05,-0.000246506,0.000585624,0.000208293,-9.09E-05
22MULLSUR007-0016_l,22MULLSUR007-0016,Mullus surmuletus,Rouget barbet de roche,Mullidae,Mullus,surmuletus,demersal,benthivorous,3.45,fusiform,forked,1.376352668,0.87,1.484285712,spe-ocean,20362,53.29999924,0.182999998,40,11,3.488291426,2.298855142,0.369714067,12.80883405,1.29595025,gauche,21,109,M,NA,44836,7D,CGFS22,10,50,89,80,"alu 0,5",0.001547595,-0.003582352,0.00827658,0.010008406,-0.005945997,0.004241278,0.001701626,-0.000514877,-0.000692584,-0.002801416,-0.00832422,-0.011887399,-0.001961749,0.000627032,-0.002623422,-0.003196871,-0.000492337,-0.000322268,0.003923492,0.004041111,-0.00124387,0.001000615,-0.001065741,0.002866511,-0.003036617,-0.004128464,0.001071963,0.004015307,0.001986007,0.000966944,0.002765095,-0.001638834,-0.001493194,-0.000901676,0.001073783,0.002032262,-0.000878087,0.001768477,-1.10E-05,-0.000302232,-0.00026516,-0.000600861,-0.002003032,-0.001820427,-5.82E-05,0.000544678,0.000979686,-0.000160715,0.001746026,0.002335912,0.000360396,-0.001410846,0.000810628,0.001013541,0.002924253,-0.000633381,8.49E-05,-0.002174167,-0.001050648,0.000383199,-0.0004399,0.000150183,-0.000759887,-2.89E-05,3.83E-05,-0.000587862,-0.000195343,8.68E-05,0.000167831,-5.60E-05,0.00092835,-0.001462438,0.000570592,0.000218888,9.11E-05,-0.000945164,-0.00024552,0.000169799,0.000254734,-0.000727896,-0.00102683,-0.000190282,0.000310153,-0.000381676,0.000878975,1.26E-05,-0.000377246,0.000801443,-0.000732847,8.99E-05,-0.000361275,0.000240432,0.000230141,0.000408575,-0.000426628,0.000383881,8.10E-05,0.000360056,6.64E-05,0.000127706,-0.000604108,0.000204516,5.12E-06
22MULLSUR007-0055_l,22MULLSUR007-0055,Mullus surmuletus,Rouget barbet de roche,Mullidae,Mullus,surmuletus,demersal,benthivorous,3.45,fusiform,forked,1.376352668,0.87,1.484285712,spe-ocean,20362,53.29999924,0.182999998,40,11,2.418219376,1.772836528,0.282164025,7.2608856,0.611715188,gauche,13.7,32,F,NA,44837,7D,CGFS22,10,50,89,80,"alu 0,5",0.014128867,-0.003507716,0.004221703,-0.000408706,-0.005680995,-0.00116365,0.010511791,0.000401486,0.002811727,-0.004391616,-0.001586781,-0.004475165,-0.005655388,0.001552794,-0.001428498,-0.003552399,-0.008665696,-0.001515733,0.003331822,0.002388125,0.005028719,-0.001495803,0.000314203,0.000419934,0.001769842,0.00044519,0.001842546,0.000760707,-0.003778955,0.001652993,0.000925869,0.002201435,-0.002505316,0.000207388,0.001520175,-1.56E-05,-0.000794485,-0.002713192,0.001236777,0.001964847,-0.000202381,0.000121113,0.000168372,0.000717755,-0.001923771,-0.001675048,0.001138072,0.000459822,-0.002241913,-0.001452247,0.000562469,-0.001293462,0.003382081,-0.000141583,-0.001027029,-0.000513615,0.001695596,8.13E-05,0.000894019,0.000622209,-0.001384312,0.001253309,0.000511961,0.0007592,0.000927065,-0.000124843,-0.000131818,5.02E-05,-0.000808317,0.000515894,-0.000228443,-0.000595884,-0.00120776,-0.000623128,-0.000171735,-0.00031326,-0.000218917,0.000588313,0.000534035,0.000466875,2.49E-05,0.000168411,0.001012046,0.000629021,-0.000300456,-0.000204711,0.000738744,-0.001074974,0.000196674,6.86E-05,-0.000181418,-0.000439534,-0.000228121,0.000641672,-0.000321568,-0.000593677,4.87E-05,-0.000322131,-0.000143514,0.000167965,7.47E-05,0.000171885,0.000301078
22MULLSUR007-0111_l,22MULLSUR007-0111,Mullus surmuletus,Rouget barbet de roche,Mullidae,Mullus,surmuletus,demersal,benthivorous,3.45,fusiform,forked,1.376352668,0.87,1.484285712,spe-ocean,20362,53.29999924,0.182999998,40,11,3.788680434,2.651219326,0.431496626,16.62924769,1.877503125,gauche,25.3,207,F,NA,44841,7D,CGFS22,10,56,70,85,"alu 0,5",0.008721492,-0.020097382,0.007046531,-0.002799957,-0.012277006,-0.013752961,0.000437145,0.001105238,0.016811414,0.001298337,-0.003371159,-0.007258976,-0.001688276,-0.00423912,0.006158232,-0.003993863,-0.006040306,-0.002132774,-0.006287963,-0.002372354,-0.005686426,0.003714658,-0.002717807,-0.00288053,0.003562999,-0.003485697,-0.006489224,0.000262714,-0.002774431,0.002200449,-0.002523293,-0.000969775,0.000461924,-3.65E-05,-0.002778213,0.000953403,0.002014131,-5.61E-06,0.002660393,-0.002080511,0.000567942,-0.001375968,0.000799018,0.000633227,0.000516228,0.00015384,0.000119598,0.000665736,0.000641519,-9.02E-05,-8.38E-05,0.000296955,-0.000194807,0.000315795,0.000507487,0.000407216,-0.000391998,0.000170934,-0.000445048,0.000825334,-0.00053421,-0.000353863,0.000676871,-0.000161379,-0.000879463,-0.000273339,-0.000541425,-0.000281763,-0.000241309,-0.00033055,0.000120292,0.000453539,-0.000305367,0.000155113,-1.70E-05,-1.92E-05,-0.000667651,-0.000309352,-4.07E-05,0.000232262,-0.000532755,9.35E-05,2.28E-05,0.000279008,5.60E-05,-6.77E-05,0.000443786,0.00020583,0.000139468,-2.46E-05,0.000270776,0.000344585,-0.000106409,-0.000150941,-8.79E-05,3.71E-05,2.40E-05,-8.80E-06,0.000108208,9.81E-05,0.000205157,-8.02E-05,-3.35E-05
22SARDPIL002-0073_l,22SARDPIL002-0073,Sardina pilchardus,Sardine,Clupeidae,Sardina,pilchardus,pelagic,planktivorous,3.06,fusiform,forked,2.130046606,1.3,1.74000001,spe-ocean,169000,19.5,0.357535654,27,14,2.360849438,1.083758234,0.334775783,4.32317228,0.334715313,droit,14.5,24,M,NA,44593,NA,NA,10,58,70,85,"alu 0,5",-0.015553627,-0.016024616,0.004253953,0.010418787,0.005294684,-0.004620282,-0.004016168,-0.005601995,-0.002764013,0.005767275,0.001269427,0.004375579,-0.002895737,0.0020439,0.000663178,-0.005232127,0.001090698,0.001096359,0.000188703,-0.00103848,-0.000237606,0.002669488,0.001892057,0.001463561,0.003392725,0.000310466,0.000410647,0.001338866,-0.001592452,-0.001873764,0.000352164,-0.001663961,0.002124294,0.002178485,0.001579506,-7.10E-05,-0.002069047,0.002211486,0.001402539,0.001101664,0.001194304,0.000495477,2.22E-05,-0.001041999,-0.000984867,-3.35E-05,0.001240057,0.001965969,-1.76E-05,-0.000452258,0.001294158,0.001005925,0.000161497,-0.001436831,-0.000888218,0.001096256,-0.000238312,0.00012088,0.00104275,-0.000638163,-0.001118704,-0.001815553,-0.002510698,-0.000366371,-0.002109413,-0.000237339,0.000553352,-0.000424657,-0.000759272,1.79E-05,0.001475789,-0.001043876,-0.00014157,3.24E-05,-0.000605846,-4.39E-05,-0.00053934,0.000891259,-0.001478382,0.000883069,0.000470045,0.000908367,0.000509412,-0.001514432,0.000459977,-0.00053222,-0.000266549,-0.000248324,0.000173867,0.000887525,-7.21E-05,-7.42E-05,-0.000470115,0.000225586,-0.00042518,-0.000179066,-0.000357908,0.00050904,0.000131022,-0.000265522,0.000258778,-0.00014979,0.000444826
22SARDPIL002-0079_l,22SARDPIL002-0079,Sardina pilchardus,Sardine,Clupeidae,Sardina,pilchardus,pelagic,planktivorous,3.06,fusiform,forked,2.130046606,1.3,1.74000001,spe-ocean,169000,19.5,0.357535654,27,14,3.345049335,1.368721391,0.47248065,7.917146767,0.762337188,gauche,21.5,65,F,NA,44593,NA,NA,10,60,70,80,"alu 0,5",-0.023351366,-0.014012813,0.000980118,0.002750894,0.004733703,0.001220702,-0.005643107,-0.00073844,-0.001057793,0.004460052,-0.000603715,0.000651866,-0.004826485,-0.000686493,0.00226212,-0.001372709,0.004690559,0.001417341,-0.003283658,0.001231084,-0.003008406,0.001581639,0.002281644,0.004763706,0.001896699,-0.000637028,0.000993905,-0.000384438,-0.000328365,0.001251472,0.004255838,-0.001082169,-0.000912107,3.74E-05,-0.00088518,2.46E-05,-0.000533447,0.001760253,0.001765595,0.002139934,0.001581518,-0.002822843,-8.69E-06,0.000779917,-0.001561241,-6.77E-06,0.00034832,-0.001031463,-0.000487638,0.000956473,-0.001669527,0.000426984,-0.00031048,0.000346001,-0.000222292,-0.000336708,0.000624454,0.001214127,0.00011781,0.000121168,0.001177367,0.001559505,0.000624644,0.001641309,0.000231187,0.00058426,0.000674178,-0.001236458,0.000851964,-0.002018899,-8.56E-05,0.000908175,-0.000991061,-0.000162261,-0.000723494,2.22E-05,0.001845378,-0.000612655,0.000141593,-0.000714961,-0.00058112,0.000268116,0.000435616,0.000405075,0.000240595,0.000776537,-7.88E-05,-0.000256237,0.001140527,-0.000691592,-0.000512987,0.000148911,-3.48E-05,6.78E-06,-0.000151122,-0.000804565,0.000771362,0.000459509,-0.0003698,-0.000763016,-0.000118365,0.000270202,0.000233375
22SARDPIL002-0098_l,22SARDPIL002-0098,Sardina pilchardus,Sardine,Clupeidae,Sardina,pilchardus,pelagic,planktivorous,3.06,fusiform,forked,2.130046606,1.3,1.74000001,spe-ocean,169000,19.5,0.357535654,27,14,2.951730383,1.245760996,0.414572065,5.97101525,0.525218938,droit,19,52,F,NA,44621,NA,NA,10,60,70,80,"alu 0,5",-0.01753379,-0.015412905,-0.00224165,-0.007410886,0.006704189,0.001979991,-0.006648174,-0.003040685,0.005647698,0.006639405,0.003509762,-0.005162742,-0.001289533,0.004653671,0.003082373,-0.000858661,0.001933954,-0.002976913,-0.001686144,0.000420251,0.003564156,0.000816598,0.000500575,0.002760327,-0.001664863,0.000341847,-0.000843289,-0.001431198,0.001661945,0.000197891,0.003435435,-0.001676747,0.000608368,-7.04E-05,-1.47E-05,0.0028408,0.002128103,-0.002137707,-0.00182471,0.000361778,0.001771501,0.00044033,0.001802183,-0.001192721,-0.001211608,0.002110491,0.000702272,0.001399453,-0.001116156,-0.000709314,-0.000736649,-0.000268881,-0.000264495,-0.000260234,-0.001040506,-0.000616331,0.000429884,-8.76E-05,-0.001799632,-0.000180212,0.000699965,0.00147446,0.000653478,-0.00119958,7.03E-05,-0.000298155,2.79E-05,0.00096954,0.001084535,-0.000732737,-0.000786864,-0.00030201,-0.000667607,0.001531694,0.002237905,-9.39E-05,-0.000429014,0.00104801,0.000732415,3.48E-05,0.000964074,0.000184539,-0.000529418,-0.000528443,0.000389169,-0.000361798,2.10E-05,-0.000476951,-0.000411528,0.000861317,-0.000413834,0.00017666,7.75E-05,-0.000447939,-0.000857712,9.69E-05,-0.000742232,-0.000711269,8.04E-05,0.000333277,0.000148086,-0.000192091,-6.65E-05
22SARDPIL002-0102_l,22SARDPIL002-0102,Sardina pilchardus,Sardine,Clupeidae,Sardina,pilchardus,pelagic,planktivorous,3.06,fusiform,forked,2.130046606,1.3,1.74000001,spe-ocean,169000,19.5,0.357535654,27,14,3.157185855,1.462303543,0.568642463,8.099056155,0.919267125,droit,23,81,F,NA,44621,NA,NA,10,60,70,80,"alu 0,5",-0.013585529,-0.002537764,-0.001551595,-0.001776849,0.004801678,-0.00042219,-0.005481628,-0.006062617,-0.005149973,0.005496017,0.003223028,0.001538748,-0.007152263,0.004889946,-0.004767545,-0.001694922,0.001601311,0.00109108,-0.000761748,-0.002848103,-0.001551745,-0.000173819,-0.002141844,0.000213729,0.001651351,0.003249113,-0.001715811,0.003701956,0.001228344,-0.000743157,-0.002389082,-0.004837274,-0.000596077,-0.002557517,-0.000929509,0.003876838,-0.001419176,0.001363048,9.26E-05,-0.001018431,0.000361676,-0.002331814,-0.000135895,0.001357872,-0.000356421,-0.000221225,0.000954667,0.000733349,-0.000206531,-0.000241212,0.000688588,-0.000427771,0.000110139,-0.000144616,4.93E-06,0.000448226,0.001832695,-0.000719282,0.001823748,-0.001291277,0.00040737,0.000929965,0.000434793,0.000618191,2.41E-05,-0.000521717,-0.001447372,0.001373046,-0.000702058,0.000702948,-0.000823525,0.000278007,0.000308871,-0.000874458,0.00040256,0.000612682,-0.000619768,-0.000747335,0.001006522,0.000808547,-0.00044077,-0.000956527,-0.000574657,-4.77E-05,-0.001275233,0.00079226,-0.000266733,0.000385786,-0.000816761,-0.000619586,-2.87E-05,-0.000423365,-0.00042981,0.000437692,0.000583579,-0.000241598,-0.000494286,3.01E-05,2.82E-05,0.000371638,-0.000147262,0.000489641,8.20E-05
